Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
187,12/1/2015 7:30,12/1/2015 7:34,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24698,Subscriber,1988,2
335,12/1/2015 7:32,12/1/2015 7:38,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24543,Subscriber,1982,1
464,12/1/2015 7:34,12/1/2015 7:41,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.73074263,-74.06378388,24678,Subscriber,1993,0
318,12/1/2015 7:34,12/1/2015 7:40,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24700,Subscriber,1963,1
132,12/1/2015 7:38,12/1/2015 7:40,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24409,Subscriber,1977,1
300,12/1/2015 7:40,12/1/2015 7:45,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24541,Subscriber,1977,1
427,12/1/2015 7:41,12/1/2015 7:48,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24441,Subscriber,1983,1
299,12/1/2015 7:42,12/1/2015 7:47,3186,Grove St PATH,40.71958612,-74.04311746,3184,Paulus Hook,40.7141454,-74.0335519,24700,Subscriber,1977,1
166,12/1/2015 7:44,12/1/2015 7:47,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,24724,Subscriber,1964,1
324,12/1/2015 7:48,12/1/2015 7:54,3207,Oakland Ave,40.7376037,-74.0524783,3215,Central Ave,40.7467299,-74.0492509,24447,Subscriber,1977,2
535,12/1/2015 7:48,12/1/2015 7:57,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24718,Subscriber,1956,1
240,12/1/2015 7:49,12/1/2015 7:53,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24405,Subscriber,1978,1
492,12/1/2015 7:49,12/1/2015 7:57,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24425,Subscriber,1956,1
559,12/1/2015 7:50,12/1/2015 7:59,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074263,-74.06378388,24578,Subscriber,1984,2
249,12/1/2015 7:51,12/1/2015 7:55,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24418,Subscriber,1975,1
364,12/1/2015 7:53,12/1/2015 7:59,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24602,Subscriber,1990,1
234,12/1/2015 7:53,12/1/2015 7:57,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24720,Subscriber,1968,1
250,12/1/2015 7:54,12/1/2015 7:58,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24703,Subscriber,1981,2
388,12/1/2015 7:56,12/1/2015 8:02,3205,JC Medical Center,40.71653978,-74.04963791,3184,Paulus Hook,40.7141454,-74.0335519,24597,Subscriber,1984,1
221,12/1/2015 7:56,12/1/2015 8:00,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,24390,Subscriber,1970,2
156,12/1/2015 7:57,12/1/2015 7:59,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24449,Subscriber,1979,1
408,12/1/2015 7:57,12/1/2015 8:04,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24468,Subscriber,1971,2
250,12/1/2015 7:59,12/1/2015 8:03,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24618,Subscriber,1977,1
494,12/1/2015 8:01,12/1/2015 8:09,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,24615,Subscriber,1990,2
130,12/1/2015 8:02,12/1/2015 8:04,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24639,Subscriber,1982,1
296,12/1/2015 8:03,12/1/2015 8:08,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24544,Subscriber,1970,1
209,12/1/2015 8:03,12/1/2015 8:06,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24495,Subscriber,1968,1
298,12/1/2015 8:04,12/1/2015 8:09,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24591,Subscriber,1984,1
513,12/1/2015 8:05,12/1/2015 8:14,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,24451,Subscriber,1990,1
601,12/1/2015 8:05,12/1/2015 8:16,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074263,-74.06378388,24441,Subscriber,1974,1
308,12/1/2015 8:06,12/1/2015 8:11,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24560,Subscriber,1980,1
827,12/1/2015 8:06,12/1/2015 8:20,3212,Christ Hospital,40.73478582,-74.05044364,3186,Grove St PATH,40.71958612,-74.04311746,24513,Subscriber,1981,1
623,12/1/2015 8:07,12/1/2015 8:18,3209,Brunswick St,40.7241765,-74.0506564,3184,Paulus Hook,40.7141454,-74.0335519,24401,Subscriber,1987,1
580,12/1/2015 8:08,12/1/2015 8:18,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,24481,Subscriber,1990,1
397,12/1/2015 8:08,12/1/2015 8:15,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24420,Subscriber,1982,2
114,12/1/2015 8:09,12/1/2015 8:11,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24377,Subscriber,1980,1
596,12/1/2015 8:09,12/1/2015 8:19,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,24477,Subscriber,1991,2
405,12/1/2015 8:10,12/1/2015 8:17,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24577,Subscriber,1984,1
529,12/1/2015 8:11,12/1/2015 8:20,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,24453,Subscriber,1967,1
237,12/1/2015 8:12,12/1/2015 8:16,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24612,Subscriber,1984,1
299,12/1/2015 8:13,12/1/2015 8:18,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24514,Subscriber,1976,1
371,12/1/2015 8:15,12/1/2015 8:21,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24651,Subscriber,1971,2
895,12/1/2015 8:16,12/1/2015 8:31,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,24633,Subscriber,1976,1
397,12/1/2015 8:18,12/1/2015 8:25,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24436,Subscriber,1985,2
896,12/1/2015 8:19,12/1/2015 8:34,3220,5 Corners Library,40.73496102,-74.05950308,3184,Paulus Hook,40.7141454,-74.0335519,24677,Subscriber,1969,1
544,12/1/2015 8:20,12/1/2015 8:29,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,24416,Subscriber,1984,2
466,12/1/2015 8:20,12/1/2015 8:28,3196,Riverview Park,40.7443187,-74.0439909,3206,Hilltop,40.7311689,-74.0575736,24413,Subscriber,1977,1
228,12/1/2015 8:21,12/1/2015 8:25,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24674,Subscriber,1981,1
258,12/1/2015 8:24,12/1/2015 8:28,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,24529,Subscriber,1982,1
506,12/1/2015 8:27,12/1/2015 8:35,3211,Newark Ave,40.72152515,-74.04630454,3184,Paulus Hook,40.7141454,-74.0335519,24505,Subscriber,1976,1
848,12/1/2015 8:28,12/1/2015 8:42,3206,Hilltop,40.7311689,-74.0575736,3202,Newport PATH,40.7272235,-74.0337589,24559,Subscriber,1982,1
107,12/1/2015 8:29,12/1/2015 8:31,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24497,Subscriber,1973,1
332,12/1/2015 8:31,12/1/2015 8:36,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24504,Subscriber,1986,1
753,12/1/2015 8:32,12/1/2015 8:45,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24399,Subscriber,1977,2
1112,12/1/2015 8:32,12/1/2015 8:51,3207,Oakland Ave,40.7376037,-74.0524783,3183,Exchange Place,40.7162469,-74.0334588,24397,Subscriber,1989,1
778,12/1/2015 8:33,12/1/2015 8:46,3195,Sip Ave,40.73074263,-74.06378388,3185,City Hall,40.7177325,-74.043845,24544,Subscriber,1984,1
486,12/1/2015 8:34,12/1/2015 8:42,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,24541,Subscriber,1986,1
831,12/1/2015 8:34,12/1/2015 8:48,3210,Pershing Field,40.74267714,-74.05178863,3202,Newport PATH,40.7272235,-74.0337589,24460,Subscriber,1990,1
187,12/1/2015 8:35,12/1/2015 8:38,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24396,Subscriber,1976,2
706,12/1/2015 8:36,12/1/2015 8:47,3211,Newark Ave,40.72152515,-74.04630454,3183,Exchange Place,40.7162469,-74.0334588,24594,Subscriber,1984,1
374,12/1/2015 8:36,12/1/2015 8:42,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24530,Subscriber,1954,1
563,12/1/2015 8:36,12/1/2015 8:46,3212,Christ Hospital,40.73478582,-74.05044364,3186,Grove St PATH,40.71958612,-74.04311746,24510,Subscriber,1983,1
391,12/1/2015 8:37,12/1/2015 8:44,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24421,Subscriber,1989,1
144,12/1/2015 8:38,12/1/2015 8:40,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24512,Subscriber,1972,1
665,12/1/2015 8:39,12/1/2015 8:50,3206,Hilltop,40.7311689,-74.0575736,3205,JC Medical Center,40.71653978,-74.04963791,24413,Subscriber,1960,1
1067,12/1/2015 8:39,12/1/2015 8:57,3210,Pershing Field,40.74267714,-74.05178863,3183,Exchange Place,40.7162469,-74.0334588,24711,Subscriber,1991,2
279,12/1/2015 8:40,12/1/2015 8:45,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,24636,Subscriber,1989,1
342,12/1/2015 8:42,12/1/2015 8:47,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24560,Subscriber,1967,1
291,12/1/2015 8:44,12/1/2015 8:49,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24418,Subscriber,1973,1
332,12/1/2015 8:46,12/1/2015 8:52,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24701,Subscriber,1980,1
515,12/1/2015 8:47,12/1/2015 8:56,3194,McGinley Square,40.72533993,-74.06762213,3186,Grove St PATH,40.71958612,-74.04311746,24720,Subscriber,1987,1
488,12/1/2015 8:47,12/1/2015 8:55,3209,Brunswick St,40.7241765,-74.0506564,3202,Newport PATH,40.7272235,-74.0337589,24549,Subscriber,1984,1
445,12/1/2015 8:48,12/1/2015 8:56,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,24493,Subscriber,1990,2
213,12/1/2015 8:48,12/1/2015 8:52,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24439,Subscriber,1989,1
885,12/1/2015 8:50,12/1/2015 9:04,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,24560,Subscriber,1967,1
354,12/1/2015 8:51,12/1/2015 8:56,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,24670,Subscriber,1956,2
155,12/1/2015 8:51,12/1/2015 8:53,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24573,Subscriber,1962,1
305,12/1/2015 8:51,12/1/2015 8:56,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24724,Subscriber,1971,1
201,12/1/2015 8:52,12/1/2015 8:55,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,24448,Subscriber,1978,1
329,12/1/2015 8:55,12/1/2015 9:01,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24409,Subscriber,1978,2
1212,12/1/2015 8:57,12/1/2015 9:17,3193,Lincoln Park,40.7246051,-74.07840595,3202,Newport PATH,40.7272235,-74.0337589,24531,Subscriber,1985,1
307,12/1/2015 8:58,12/1/2015 9:03,3207,Oakland Ave,40.7376037,-74.0524783,3220,5 Corners Library,40.73496102,-74.05950308,24388,Subscriber,1980,1
161,12/1/2015 8:59,12/1/2015 9:02,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24387,Subscriber,1983,1
201,12/1/2015 9:01,12/1/2015 9:04,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24640,Subscriber,1981,2
315,12/1/2015 9:03,12/1/2015 9:09,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24543,Subscriber,1986,1
206,12/1/2015 9:04,12/1/2015 9:08,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24619,Subscriber,1986,1
304,12/1/2015 9:06,12/1/2015 9:11,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,24669,Subscriber,1949,1
898,12/1/2015 9:06,12/1/2015 9:21,3210,Pershing Field,40.74267714,-74.05178863,3183,Exchange Place,40.7162469,-74.0334588,24686,Subscriber,1976,1
75,12/1/2015 9:07,12/1/2015 9:09,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24537,Subscriber,1981,1
528,12/1/2015 9:09,12/1/2015 9:17,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074263,-74.06378388,24641,Subscriber,1972,1
425,12/1/2015 9:11,12/1/2015 9:18,3212,Christ Hospital,40.73478582,-74.05044364,3195,Sip Ave,40.73074263,-74.06378388,24628,Subscriber,1988,1
509,12/1/2015 9:13,12/1/2015 9:22,3211,Newark Ave,40.72152515,-74.04630454,3184,Paulus Hook,40.7141454,-74.0335519,24417,Subscriber,1989,1
266,12/1/2015 9:13,12/1/2015 9:18,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24668,Subscriber,1981,2
689,12/1/2015 9:16,12/1/2015 9:27,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,24446,Subscriber,1985,1
261,12/1/2015 9:17,12/1/2015 9:22,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24577,Subscriber,1975,1
545,12/1/2015 9:19,12/1/2015 9:29,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,24414,Subscriber,1976,1
209,12/1/2015 9:22,12/1/2015 9:26,3212,Christ Hospital,40.73478582,-74.05044364,3206,Hilltop,40.7311689,-74.0575736,24458,Subscriber,1984,1
1297,12/1/2015 9:22,12/1/2015 9:44,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24581,Subscriber,1990,1
619,12/1/2015 9:23,12/1/2015 9:33,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,24473,Subscriber,1959,1
146,12/1/2015 9:23,12/1/2015 9:25,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24563,Subscriber,1992,1
370,12/1/2015 9:26,12/1/2015 9:32,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24393,Subscriber,1976,1
404,12/1/2015 9:26,12/1/2015 9:33,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,24556,Subscriber,1980,1
345,12/1/2015 9:31,12/1/2015 9:37,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24436,Subscriber,1983,1
319,12/1/2015 9:32,12/1/2015 9:37,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24633,Subscriber,1968,1
603,12/1/2015 9:36,12/1/2015 9:46,3194,McGinley Square,40.72533993,-74.06762213,3213,Van Vorst Park,40.71848892,-74.04772663,24425,Subscriber,1970,2
267,12/1/2015 9:38,12/1/2015 9:42,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24625,Subscriber,1985,2
719,12/1/2015 9:38,12/1/2015 9:50,3209,Brunswick St,40.7241765,-74.0506564,3214,Essex Light Rail,40.7127742,-74.0364857,24543,Subscriber,1992,1
157,12/1/2015 9:58,12/1/2015 10:01,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24555,Subscriber,1986,1
1482,12/1/2015 10:00,12/1/2015 10:25,3210,Pershing Field,40.74267714,-74.05178863,3186,Grove St PATH,40.71958612,-74.04311746,24650,Subscriber,1968,1
253,12/1/2015 10:02,12/1/2015 10:06,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24683,Subscriber,1960,1
366,12/1/2015 10:03,12/1/2015 10:09,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24573,Subscriber,1989,1
354,12/1/2015 10:07,12/1/2015 10:13,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,24530,Subscriber,1987,1
331,12/1/2015 10:10,12/1/2015 10:16,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24683,Subscriber,1960,1
259,12/1/2015 10:12,12/1/2015 10:16,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24670,Subscriber,1956,2
243,12/1/2015 10:19,12/1/2015 10:23,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24529,Subscriber,1960,1
494,12/1/2015 10:21,12/1/2015 10:29,3212,Christ Hospital,40.73478582,-74.05044364,3195,Sip Ave,40.73074263,-74.06378388,24424,Subscriber,1961,1
2276,12/1/2015 10:24,12/1/2015 11:02,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,24513,Subscriber,1957,1
157,12/1/2015 10:27,12/1/2015 10:30,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24504,Subscriber,1976,1
189,12/1/2015 10:28,12/1/2015 10:31,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24547,Subscriber,1986,2
197,12/1/2015 10:34,12/1/2015 10:38,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24551,Subscriber,1960,1
397,12/1/2015 10:46,12/1/2015 10:53,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,24675,Subscriber,1981,1
305,12/1/2015 10:48,12/1/2015 10:53,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24421,Subscriber,1981,1
678,12/1/2015 10:51,12/1/2015 11:02,3211,Newark Ave,40.72152515,-74.04630454,3194,McGinley Square,40.72533993,-74.06762213,24448,Subscriber,1987,1
228,12/1/2015 10:51,12/1/2015 10:55,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24510,Subscriber,1976,1
235,12/1/2015 10:53,12/1/2015 10:56,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24718,Subscriber,1964,1
424,12/1/2015 10:53,12/1/2015 11:00,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24683,Subscriber,1985,1
1072,12/1/2015 10:57,12/1/2015 11:15,3197,North St,40.752559,-74.044725,3211,Newark Ave,40.72152515,-74.04630454,24519,Subscriber,1994,1
469,12/1/2015 11:09,12/1/2015 11:17,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,24670,Subscriber,1947,1
169,12/1/2015 11:19,12/1/2015 11:22,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24670,Subscriber,1947,1
474,12/1/2015 11:28,12/1/2015 11:35,3211,Newark Ave,40.72152515,-74.04630454,3183,Exchange Place,40.7162469,-74.0334588,24519,Subscriber,1994,1
635,12/1/2015 11:53,12/1/2015 12:03,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3183,Exchange Place,40.7162469,-74.0334588,24462,Subscriber,1972,1
1474,12/1/2015 12:02,12/1/2015 12:26,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,24409,Subscriber,1989,1
512,12/1/2015 12:20,12/1/2015 12:28,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,24594,Subscriber,1984,1
227,12/1/2015 12:32,12/1/2015 12:36,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24594,Subscriber,1980,1
253,12/1/2015 12:33,12/1/2015 12:37,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24529,Subscriber,1987,1
1089,12/1/2015 12:34,12/1/2015 12:52,3194,McGinley Square,40.72533993,-74.06762213,3202,Newport PATH,40.7272235,-74.0337589,24448,Subscriber,1981,1
594,12/1/2015 12:38,12/1/2015 12:48,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,24393,Subscriber,1967,1
161,12/1/2015 12:41,12/1/2015 12:44,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,24594,Subscriber,1980,1
352,12/1/2015 12:41,12/1/2015 12:47,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24387,Subscriber,1981,1
778,12/1/2015 12:41,12/1/2015 12:54,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,24450,Customer,,0
185,12/1/2015 12:46,12/1/2015 12:49,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24718,Subscriber,1987,1
